"STATION","NAME","DATE","SNWD"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-25","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-26","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-27","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-28","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-29","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-30","66.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-01-31","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-01","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-02","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-03","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-04","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-05","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-06","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-07","66.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-08","73.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-09","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-10","72.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-11","72.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-12","72.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-13","88.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-14","89.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-15","89.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-16","94.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-17","91.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-18","89.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-19","86.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-20","84.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-21","83.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-22","83.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-23","81.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-24","75.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-25","69.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-26","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-27","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-02-28","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-01","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-02","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-03","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-04","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-05","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-06","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-07","62.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-08","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-09","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-10","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-11","62.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-12","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-13","58.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-14","58.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-15","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-16","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-17","71.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-18","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-19","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-20","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-21","69.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-22","73.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-23","72.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-24","71.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-25","74.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-26","73.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-27","72.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-28","71.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-29","69.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-30","69.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-03-31","68.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-01","80.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-02","82.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-03","80.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-04","78.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-05","85.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-06","84.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-07","81.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-08","82.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-09","83.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-10","81.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-11","77.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-12","73.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-13","71.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-14","71.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-15","69.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-16","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-17","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-18","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-19","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-20","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-21","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-22","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-23","58.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-24","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-25","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-26","52.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-27","50.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-28","45.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-29","42.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-04-30","40.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-01","38.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-02","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-03","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-04","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-05","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-06","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-07","31.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-08","31.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-09","30.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-10","30.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-11","30.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-12","28.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-13","26.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-14","28.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-15","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-16","32.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-17","28.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-18","21.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-19","11.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-20","10.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-21","6.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-22","3.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-23","1.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-24","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-25","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-26","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-27","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-28","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-29","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-30","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-05-31","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-01","12.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-02","12.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-03","12.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-04","11.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-05","11.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-06","11.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-07","11.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-08","13.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-09","13.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-10","19.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-11","19.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-12","19.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-13","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-14","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-15","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-16","32.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-17","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-18","32.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-19","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-20","37.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-21","38.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-22","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-23","43.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-25","44.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-26","49.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-27","48.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-28","50.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-29","48.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-30","47.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2017-12-31","47.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-01","45.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-02","45.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-03","44.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-04","44.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-05","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-06","53.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-07","52.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-08","51.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-09","51.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-10","51.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-11","49.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-12","41.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-13","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-14","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-15","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-16","33.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-17","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-18","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-19","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-20","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-21","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-22","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-23","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-24","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-25","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-26","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-27","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-28","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-29","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-30","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-01-31","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-01","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-02","37.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-03","37.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-04","37.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-05","44.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-06","45.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-07","45.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-08","53.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-09","52.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-10","52.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-11","51.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-12","48.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-13","48.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-14","48.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-15","48.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-16","46.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-17","47.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-18","49.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-19","49.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-20","46.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-21","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-22","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-23","35.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-24","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-25","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-26","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-27","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-02-28","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-01","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-02","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-03","42.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-04","41.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-05","43.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-06","43.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-07","42.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-08","50.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-09","54.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-10","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-11","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-12","62.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-13","61.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-14","74.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-15","80.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-16","79.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-17","77.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-18","78.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-19","73.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-20","71.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-21","69.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-22","68.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-23","67.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-24","66.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-25","68.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-26","67.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-27","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-28","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-29","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-30","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-03-31","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-01","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-02","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-03","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-04","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-05","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-06","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-07","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-08","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-09","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-10","62.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-11","66.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-12","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-13","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-14","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-15","59.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-16","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-17","63.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-18","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-19","64.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-20","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-21","72.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-22","70.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-23","68.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-24","65.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-25","62.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-26","60.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-27","58.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-28","57.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-29","55.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-04-30","56.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-01","55.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-02","53.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-03","47.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-04","42.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-05","39.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-06","36.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-07","34.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-08","32.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-09","30.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-10","28.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-11","25.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-12","24.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-13","23.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-14","17.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-15","14.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-16","10.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-17","8.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-18","5.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-19","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-20","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-21","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-22","0.0"
"USC00273860","HERMIT LAKE SNOWPLOT, NH US","2018-05-23","0.0"
